name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,265,386274034,,roof,,,"POLYGON ((-111.9346886 33.4159515, -111.9346872 33.4156, -111.9333744 33.41561, -111.9333789 33.4159615, -111.9346886 33.4159515))",POINT (-111.9340323 33.4157807),4751.3,51142.2
,266,386274093,,roof,,,"POLYGON ((-111.9272674 33.4179313, -111.9278253 33.4179246, -111.927828 33.4169642, -111.9272567 33.4169642, -111.9272674 33.4179313))",POINT (-111.927544 33.4174442),5608.9,60373.9
,267,386274095,,roof,,,"POLYGON ((-111.927191 33.4169621, -111.9268074 33.4169608, -111.9268088 33.4170101, -111.9266223 33.417009, -111.9266248 33.4178403, -111.9266251 33.4179311, -111.9266264 33.4183679, -111.9271923 33.4183695, -111.927191 33.4169621))",POINT (-111.9269102 33.4176722),8137.8,87594.8
,268,386274176,,,fountain,,"POLYGON ((-111.9340218 33.4209184, -111.9340323 33.4209259, -111.9340393 33.4209358, -111.9340422 33.420947, -111.9340406 33.4209584, -111.9340347 33.4209688, -111.9340252 33.4209771, -111.934013 33.4209824, -111.9339994 33.4209842, -111.9339853 33.4209821, -111.9339729 33.4209763, -111.9339634 33.4209674, -111.933958 33.4209563, -111.9339574 33.4209444, -111.9339614 33.420933, -111.9339698 33.4209233, -111.9339816 33.4209165, -111.9339953 33.4209133, -111.9340091 33.420914, -111.9340218 33.4209184))",POINT (-111.9339996 33.4209487),48.1,517.8
,269,386276633,,roof,,,"POLYGON ((-111.9299494 33.4247691, -111.9294613 33.4247713, -111.9294599 33.4246616, -111.9299455 33.4246572, -111.9299494 33.4247691))",POINT (-111.9297048 33.4247148),556.1,5985.5
,270,386276921,,roof,,,"POLYGON ((-111.9216646 33.4231922, -111.921452 33.4231925, -111.9214518 33.4230839, -111.9216643 33.4230836, -111.9216646 33.4231922))",POINT (-111.9215582 33.4231381),237.9,2560.9
,271,386276925,,roof,,,"POLYGON ((-111.9217014 33.4230214, -111.9214161 33.4230211, -111.9214161 33.4229672, -111.9213612 33.4229672, -111.9213613 33.4229133, -111.9217016 33.4229137, -111.9217014 33.4230214))",POINT (-111.9215439 33.422965),347.3,3738.5
,272,386276926,,roof,,,"POLYGON ((-111.9216944 33.4228465, -111.9211995 33.4228447, -111.9212001 33.422735, -111.9216949 33.4227368, -111.9216944 33.4228465))",POINT (-111.9214472 33.4227908),559.5,6022.8
,273,386276927,,roof,,,"POLYGON ((-111.9216933 33.4226643, -111.9210992 33.4226632, -111.9210992 33.4225568, -111.921692 33.4225568, -111.9216933 33.4226643))",POINT (-111.9213964 33.4226103),654.2,7041.6
,274,386276929,,roof,,,"POLYGON ((-111.9218516 33.4224863, -111.9208444 33.4224863, -111.9208417 33.42238, -111.9218502 33.4223811, -111.9218516 33.4224863))",POINT (-111.9213461 33.4224334),1098.5,11824.4
,275,386276932,,roof,,,"POLYGON ((-111.9201405 33.4224862, -111.9201402 33.4223788, -111.9206618 33.4223779, -111.9206621 33.4224853, -111.9201405 33.4224862))",POINT (-111.9204011 33.422432),577.4,6215.2
,276,386277038,,roof,,,"POLYGON ((-111.9204199 33.4226636, -111.9204203 33.4225561, -111.9201414 33.4225553, -111.920141 33.4226628, -111.9204199 33.4226636))",POINT (-111.9202807 33.4226094),309,3326.4
,277,386277040,,roof,,,"POLYGON ((-111.9203125 33.4227356, -111.9203125 33.4228437, -111.9201053 33.4228437, -111.9201053 33.4227356, -111.9203125 33.4227356))",POINT (-111.9202089 33.4227897),230.9,2485
,278,386277041,,roof,,,"POLYGON ((-111.9203125 33.4228437, -111.9203125 33.4227356, -111.9201053 33.4227356, -111.9201053 33.4228437, -111.9203125 33.4228437))",POINT (-111.9202089 33.4227897),230.9,2485
,279,386277043,,roof,,,"POLYGON ((-111.9201716 33.4229148, -111.9198345 33.4229148, -111.9198345 33.4230204, -111.9201193 33.4230204, -111.9201193 33.4229678, -111.9201716 33.4229678, -111.9201716 33.4229148))",POINT (-111.9199911 33.4229654),338.6,3644.2
,280,386277351,,roof,,,"POLYGON ((-111.9198079 33.4236918, -111.9198079 33.4237624, -111.9226764 33.4237634, -111.9226765 33.4236929, -111.9198079 33.4236918))",POINT (-111.9212418 33.4237276),2085.9,22452.3
,281,386277409,,roof,,,"POLYGON ((-111.9210551 33.4236112, -111.9204878 33.4236124, -111.9204892 33.4235575, -111.920524 33.4235575, -111.920524 33.4235049, -111.9210001 33.4235049, -111.9209988 33.4235597, -111.9210551 33.4235597, -111.9210551 33.4236112))",POINT (-111.9207661 33.4235607),573.6,6174.3
,282,386277794,,roof,,,"POLYGON ((-111.9352379 33.4184865, -111.9352352 33.4182643, -111.9340731 33.4182743, -111.9340759 33.4184965, -111.9352379 33.4184865))",POINT (-111.9346555 33.4183804),2661.8,28651.2
,283,386278090,,roof,,,"POLYGON ((-111.9349186 33.4180014, -111.9349226 33.4182231, -111.9352357 33.4182191, -111.9352317 33.4179975, -111.9349186 33.4180014))",POINT (-111.9350771 33.4181103),715.5,7701.6
,284,386278648,,roof,,,"POLYGON ((-111.9292095 33.4284446, -111.9283227 33.4284538, -111.9283141 33.4278735, -111.9292008 33.4278643, -111.9292095 33.4284446))",POINT (-111.9287618 33.4281591),5304.3,57095.4
,285,386278650,,roof,,,"POLYGON ((-111.9293581 33.4278702, -111.9293669 33.4284466, -111.9302547 33.4284372, -111.9302459 33.4278607, -111.9293581 33.4278702))",POINT (-111.9298064 33.4281537),5275.4,56784.2
,286,386278651,,roof,,,"POLYGON ((-111.9302445 33.4277774, -111.9293527 33.4277869, -111.929344 33.4272116, -111.9302358 33.4272021, -111.9302445 33.4277774))",POINT (-111.9297942 33.4274945),5288.7,56926.6
,287,386278654,,roof,,,"POLYGON ((-111.9291989 33.4277844, -111.9291919 33.4272046, -111.9283065 33.427212, -111.9283134 33.4277918, -111.9291989 33.4277844))",POINT (-111.9287527 33.4274982),5291.8,56959.9
Chick-fil-A,288,428155635,,retail,fast_food,,"POLYGON ((-111.9410038 33.4217345, -111.940768 33.4217348, -111.940768 33.4217302, -111.9407504 33.4217302, -111.9407504 33.421729, -111.9407285 33.421729, -111.9407284 33.4216797, -111.9407305 33.4216797, -111.9407304 33.4216296, -111.9407274 33.4216296, -111.9407274 33.4216172, -111.9407972 33.4216171, -111.9407971 33.4216123, -111.9407933 33.4216123, -111.9407933 33.4215939, -111.9409373 33.4215936, -111.9409373 33.4215985, -111.9409993 33.4215985, -111.9409994 33.4216729, -111.9410037 33.4216728, -111.9410038 33.4217345))",POINT (-111.9408694 33.4216672),374.4,4029.7
D'Lite,289,439081933,,yes,restaurant,,"POLYGON ((-111.9208025 33.4144964, -111.920669 33.4144975, -111.9206677 33.4143838, -111.9208012 33.4143828, -111.9208025 33.4144964))",POINT (-111.9207351 33.4144401),156.4,1683.6
The New School for the Arts and Academics,290,439081934,,,school,,"POLYGON ((-111.9188746 33.4149117, -111.9188879 33.415488, -111.9188932 33.4157212, -111.9177771 33.4157147, -111.9177982 33.416583, -111.9178087 33.4166025, -111.9178262 33.4166112, -111.9178612 33.4166161, -111.9189604 33.4166376, -111.9195035 33.4166533, -111.9194804 33.41544, -111.9194791 33.4153908, -111.9194752 33.4150575, -111.9194687 33.4149323, -111.9188746 33.4149117))",POINT (-111.918771 33.4159758),20953.7,225543.6
Tempe St. Luke Hospital,291,463255788,,,hospital,,"POLYGON ((-111.9400538 33.4111715, -111.9406055 33.4113438, -111.9410683 33.4115282, -111.9415363 33.4117874, -111.9419175 33.4120509, -111.9422369 33.4122846, -111.9427316 33.4128976, -111.9424238 33.4129034, -111.9423959 33.4135587, -111.9401076 33.4135778, -111.9400688 33.4135782, -111.9400361 33.4135659, -111.9400049 33.4135431, -111.9399982 33.4135169, -111.9400538 33.4111715))",POINT (-111.9411028 33.4125957),47087.8,506848.1
,292,470030233,,,parking,,"POLYGON ((-111.9330653 33.4106042, -111.932672 33.4106021, -111.932672 33.4097379, -111.9319042 33.4097334, -111.9319677 33.4097817, -111.9307013 33.4097831, -111.930702 33.4095267, -111.9307091 33.4094569, -111.9318819 33.4094558, -111.9319119 33.4094799, -111.9326663 33.4094804, -111.9326874 33.4094689, -111.9327014 33.4094543, -111.9327086 33.4094268, -111.9326995 33.4093972, -111.9326814 33.4093786, -111.9329757 33.409381, -111.9329891 33.409535, -111.9329976 33.4098427, -111.9330624 33.4098429, -111.933065 33.4104466, -111.9330653 33.4106042))",POINT (-111.9321577 33.4097916),10638.2,114508
,293,470126654,,,parking,,"POLYGON ((-111.9303016 33.4218494, -111.9301444 33.4218468, -111.9301691 33.4217259, -111.9301106 33.4217002, -111.9300921 33.4212476, -111.9302831 33.4212476, -111.9303106 33.4213531, -111.9303181 33.4217819, -111.9303016 33.4218494))",POINT (-111.9302113 33.4215347),1216.6,13095
,294,483744068,,retail,,,"POLYGON ((-111.9433534 33.4217325, -111.9433258 33.4217326, -111.9433259 33.4217464, -111.9431579 33.4217473, -111.9431567 33.4215714, -111.9431381 33.4215715, -111.9431374 33.4214775, -111.9431148 33.4214777, -111.9431132 33.4212544, -111.9428536 33.4212557, -111.9428534 33.4212315, -111.9426299 33.4212326, -111.9426299 33.4212234, -111.9425108 33.4212239, -111.9425105 33.4211859, -111.9424916 33.421186, -111.9424909 33.4210917, -111.9425098 33.4210916, -111.9425096 33.4210547, -111.9432026 33.4210513, -111.9432027 33.4210666, -111.9433487 33.4210659, -111.9433534 33.4217325))",POINT (-111.9430581 33.4212854),2754.2,29646.4
,295,483744069,,retail,,,"POLYGON ((-111.9429689 33.4216069, -111.9425107 33.4216123, -111.9425065 33.4213603, -111.9426717 33.4213584, -111.9426736 33.4214681, -111.9429665 33.4214647, -111.9429689 33.4216069))",POINT (-111.9427063 33.4215114),858.8,9243.7
,296,483744070,,commercial,,,"POLYGON ((-111.9440584 33.421653, -111.9436651 33.421653, -111.9436648 33.4215561, -111.9440551 33.4215561, -111.9440584 33.421653))",POINT (-111.9438609 33.4216046),391.3,4212.1
CVS Pharmacy,297,483744071,,commercial,pharmacy,,"POLYGON ((-111.9405162 33.4217466, -111.9402002 33.4217505, -111.9401935 33.4213697, -111.9405096 33.4213658, -111.9405162 33.4217466))",POINT (-111.9403549 33.4215581),1240.8,13355.5
,298,490800917,,yes,,,"POLYGON ((-111.9422943 33.4284911, -111.9422908 33.4276734, -111.9410153 33.4276771, -111.9410181 33.4283149, -111.9414688 33.4283136, -111.9414696 33.4284936, -111.9422943 33.4284911))",POINT (-111.9416895 33.4280571),9914,106713.1
,299,490800918,,yes,,,"POLYGON ((-111.9406373 33.4284375, -111.9406345 33.4276589, -111.9401903 33.42766, -111.9401931 33.4284386, -111.9406373 33.4284375))",POINT (-111.9404138 33.4280488),3564.6,38368.8
,300,498326290,,,parking,,"POLYGON ((-111.9404023 33.4099612, -111.9403187 33.4099959, -111.9403231 33.410156, -111.9401241 33.4101639, -111.9401213 33.4100912, -111.9400107 33.4100922, -111.9399946 33.408742, -111.9403219 33.4085965, -111.9403152 33.4092615, -111.9403997 33.4092604, -111.9404023 33.4099612))",POINT (-111.9401869 33.4094213),5387.9,57994.9
,301,498326522,,school,,,"POLYGON ((-111.941111 33.4090045, -111.9411092 33.4088002, -111.9404487 33.4088042, -111.9404505 33.4090086, -111.941111 33.4090045))",POINT (-111.9407798 33.4089044),1391.5,14977.7
,302,498326523,,school,,,"POLYGON ((-111.9411464 33.4091733, -111.9411416 33.4089651, -111.9417987 33.4089545, -111.9418035 33.4091627, -111.9411464 33.4091733))",POINT (-111.9414725 33.4090639),1410.8,15186.2
,303,498326524,,school,,,"POLYGON ((-111.9411118 33.4093432, -111.9411091 33.4091417, -111.9404486 33.4091478, -111.9404513 33.4093494, -111.9411118 33.4093432))",POINT (-111.9407802 33.4092455),1372.5,14773.5
,304,498327196,,school,,,"POLYGON ((-111.9418731 33.4092384, -111.9420732 33.4092368, -111.9420648 33.4085175, -111.9418614 33.4085191, -111.9418627 33.4086313, -111.9419142 33.4086308, -111.9419165 33.4088305, -111.9418673 33.4088309, -111.9418685 33.4089343, -111.9419173 33.4089339, -111.9419194 33.409114, -111.9418716 33.4091144, -111.9418731 33.4092384))",POINT (-111.9419795 33.4088783),1301.1,14004.5
,305,498327199,,yes,,,"POLYGON ((-111.9420097 33.4093874, -111.9418508 33.4093902, -111.9418487 33.4093057, -111.9420076 33.4093029, -111.9420097 33.4093874))",POINT (-111.9419292 33.4093466),138.5,1490.5
,306,498327200,,school,,,"POLYGON ((-111.9420925 33.4094324, -111.9416998 33.4094388, -111.9417015 33.4095107, -111.9415997 33.4095124, -111.9415983 33.4094543, -111.9411258 33.4094622, -111.9411282 33.4095614, -111.941071 33.4095624, -111.9410685 33.4094548, -111.9406461 33.4094619, -111.9406552 33.4098423, -111.9410922 33.4098349, -111.9410897 33.4097322, -111.9411172 33.4097317, -111.9411189 33.4098041, -111.9420403 33.4097889, -111.9420373 33.4096633, -111.9420979 33.4096623, -111.9420925 33.4094324))",POINT (-111.9413525 33.409632),5107.8,54979.7
,307,498327203,,yes,,,"POLYGON ((-111.9426941 33.4103103, -111.9423166 33.4103145, -111.9423143 33.4101713, -111.9426918 33.410167, -111.9426941 33.4103103))",POINT (-111.9425042 33.4102408),557.6,6001.5
,308,498327890,,yes,,,"POLYGON ((-111.9422848 33.4116612, -111.9420199 33.4116637, -111.9420168 33.4114354, -111.9422817 33.4114329, -111.9422848 33.4116612))",POINT (-111.9421508 33.4115483),623.5,6711.3
,309,498353017,,school,,,"POLYGON ((-111.9194752 33.4150575, -111.9190531 33.4150638, -111.9190557 33.4151889, -111.9190328 33.4151892, -111.9190343 33.4152551, -111.9190141 33.4152596, -111.9190185 33.415463, -111.919413 33.4154571, -111.9194127 33.4154411, -111.9194804 33.41544, -111.9194752 33.4150575))",POINT (-111.9192531 33.4152632),1824.6,19640
,310,517110518,,residential,,,"POLYGON ((-111.9215615 33.4166189, -111.9217063 33.4165046, -111.921194 33.4160523, -111.9210464 33.4161687, -111.9212825 33.4163771, -111.9209685 33.4163736, -111.9209788 33.415745, -111.9207714 33.4157426, -111.9207582 33.4165472, -111.921276 33.4165531, -111.9212779 33.4164372, -111.9213567 33.4164381, -111.9215615 33.4166189))",POINT (-111.9210933 33.4162654),3600.7,38758
,311,543228026,,,parking,,"POLYGON ((-111.9261135 33.4100149, -111.9254751 33.4100597, -111.9254724 33.4095492, -111.9258318 33.4095626, -111.9258452 33.4098313, -111.9261054 33.4098358, -111.9261135 33.4100149))",POINT (-111.9257249 33.4098304),2380,25617.5
Community Christian Church,312,543228709,,yes,place_of_worship,,"POLYGON ((-111.9346027 33.4093555, -111.9346053 33.4092995, -111.9345731 33.409304, -111.9345731 33.4090219, -111.9344712 33.4090219, -111.9344712 33.4091652, -111.9343157 33.4091652, -111.9343022 33.4090219, -111.9340179 33.4090264, -111.9340206 33.4091383, -111.9339911 33.4091428, -111.9339992 33.4092413, -111.9340448 33.4092368, -111.9340608 33.4093443, -111.9340313 33.4093667, -111.9340313 33.4094607, -111.9340904 33.4095145, -111.9341976 33.4095167, -111.9342459 33.4094742, -111.934262 33.4093779, -111.9342406 33.4093533, -111.9346027 33.4093555))",POINT (-111.9342639 33.40924),1991.3,21433.8
,313,543992495,,,fountain,,"POLYGON ((-111.9414308 33.4237298, -111.9416384 33.42354, -111.9411973 33.4235515, -111.9414308 33.4237298))",POINT (-111.9414222 33.4236071),419.2,4511.7
,314,543997788,,yes,,,"POLYGON ((-111.9411638 33.424112, -111.9408849 33.424112, -111.9408859 33.423914, -111.9405517 33.4239153, -111.9405523 33.4236732, -111.9411585 33.4236799, -111.9411638 33.424112))",POINT (-111.940901 33.4238554),2055.7,22127.7
,315,543997789,,yes,,,"POLYGON ((-111.9407846 33.423543, -111.9402136 33.4235468, -111.9402133 33.423499, -111.9401865 33.4235, -111.9401835 33.4233676, -111.9402482 33.423366, -111.9402494 33.4233233, -111.9406226 33.4233199, -111.9406227 33.4233646, -111.9407301 33.4233629, -111.9407329 33.4234405, -111.9407836 33.4234401, -111.940784 33.4235056, -111.9407846 33.423543))",POINT (-111.9404718 33.4234407),1224.1,13176.1
,316,543997790,,yes,,,"POLYGON ((-111.9404131 33.4239363, -111.9404131 33.4237554, -111.9403905 33.4237561, -111.9403907 33.4236036, -111.9401728 33.4236059, -111.9401716 33.424069, -111.9402272 33.4240677, -111.9402807 33.4240667, -111.9402808 33.4240279, -111.9403374 33.4240273, -111.9403369 33.4239844, -111.9403888 33.4239838, -111.9403882 33.4239372, -111.9404131 33.4239363))",POINT (-111.940282 33.4238233),1013.8,10912.3
,317,543997791,,yes,,,"POLYGON ((-111.9408859 33.42422, -111.9401975 33.4242229, -111.9401939 33.4241727, -111.9403049 33.4241707, -111.9403061 33.4241361, -111.9403504 33.4241335, -111.9403489 33.4240857, -111.9404055 33.4240854, -111.9404051 33.4240629, -111.940453 33.4240621, -111.9404528 33.4240413, -111.9407802 33.4240402, -111.9407817 33.4240854, -111.9408298 33.4240854, -111.940831 33.4241274, -111.9408856 33.4241271, -111.9408859 33.42422))",POINT (-111.940576 33.4241433),985.8,10610.8
,318,543997792,,yes,,,"POLYGON ((-111.9411315 33.4228701, -111.9407597 33.4228656, -111.940757 33.4224068, -111.9405508 33.4224088, -111.9405562 33.4220998, -111.9411315 33.4221032, -111.9411315 33.4228701))",POINT (-111.9408928 33.4224433),3594.2,38687.3
,319,543997793,,yes,,,"POLYGON ((-111.9406519 33.423077, -111.9401917 33.4230815, -111.94021 33.4222269, -111.9403036 33.4222156, -111.9403905 33.4222673, -111.9404586 33.422339, -111.9404631 33.4227193, -111.9407786 33.4229828, -111.9406519 33.423077))",POINT (-111.940386 33.4227341),2906.2,31282.5
,320,544152056,,,parking,,"POLYGON ((-111.939707 33.4200068, -111.9393654 33.4200079, -111.9393616 33.419896, -111.9386938 33.4199043, -111.938697 33.4199667, -111.9382479 33.4199695, -111.9382483 33.4205199, -111.9397193 33.4204945, -111.939707 33.4200068))",POINT (-111.938969 33.4202254),8468.4,91152.6
,321,544152057,,,parking,,"POLYGON ((-111.9359544 33.4218389, -111.9355519 33.4218441, -111.9355511 33.4217104, -111.9355411 33.4212716, -111.9359435 33.4212663, -111.9359544 33.4218389))",POINT (-111.9357482 33.4215551),2370.5,25516.2
,322,544152062,,,parking,,"POLYGON ((-111.9260248 33.4172072, -111.9260251 33.4171605, -111.9259689 33.4170908, -111.9259695 33.4170478, -111.9257039 33.4170433, -111.9257043 33.4170825, -111.925727 33.4172049, -111.9260248 33.4172072))",POINT (-111.9258558 33.4171283),469.9,5057.8
Thai Basil,323,544152063,,yes,restaurant,,"POLYGON ((-111.9259802 33.4162503, -111.9259829 33.4163577, -111.9258139 33.4163589, -111.9258139 33.4163208, -111.9258354 33.4163208, -111.9258327 33.4162189, -111.92594 33.4162223, -111.9259802 33.4162503))",POINT (-111.9259025 33.4162933),210.2,2262.7
Circle K,324,544152065,,yes,,,"POLYGON ((-111.925984 33.4165604, -111.9258304 33.4165599, -111.9258294 33.4167431, -111.925983 33.4167437, -111.925984 33.4165604))",POINT (-111.9259067 33.4166518),290.1,3123.1
McDonald's,325,544152066,,yes,fast_food,,"POLYGON ((-111.9259596 33.4156801, -111.9260561 33.4157036, -111.9260991 33.4157696, -111.9260454 33.4159062, -111.9257289 33.4158289, -111.9257933 33.4156599, -111.9259488 33.4156968, -111.9259596 33.4156801))",POINT (-111.9259211 33.4157804),621.4,6688.2
,326,544152067,,,parking,,"POLYGON ((-111.926034 33.4156112, -111.9260369 33.415657, -111.9256869 33.4156606, -111.92563 33.415665, -111.9255963 33.4158117, -111.9256201 33.4158358, -111.9260179 33.4159372, -111.925987 33.4160385, -111.9255841 33.4159239, -111.925575 33.4159004, -111.9255126 33.4158199, -111.9254704 33.4158286, -111.9254791 33.4156714, -111.9255067 33.4155778, -111.9255364 33.4154951, -111.9259822 33.4154923, -111.926034 33.4156112))",POINT (-111.9257357 33.4157085),1580.4,17011.5
,327,544152070,,,parking,,"POLYGON ((-111.9260551 33.4160805, -111.9260073 33.4161969, -111.9255388 33.4160594, -111.9255825 33.4159452, -111.9260551 33.4160805))",POINT (-111.925797 33.4160707),623.6,6712.1
,328,544152074,,,parking,,"POLYGON ((-111.9252059 33.419419, -111.9249907 33.4195694, -111.9248456 33.4194527, -111.9247322 33.419552, -111.9248906 33.4196947, -111.9249017 33.4197796, -111.9249056 33.4202294, -111.9250307 33.4203004, -111.9256764 33.4203631, -111.9256767 33.4201076, -111.9258065 33.4201062, -111.9258037 33.4200018, -111.925742 33.4200007, -111.9257404 33.41995, -111.9256321 33.4199481, -111.9256347 33.419994, -111.9255087 33.4199604, -111.925514 33.4197198, -111.9252059 33.419419))",POINT (-111.9252483 33.4199365),5925.9,63785.3
,329,544152081,,,parking,,"POLYGON ((-111.9261362 33.4192571, -111.9261362 33.4190982, -111.9253396 33.4190926, -111.9252671 33.4191452, -111.9254039 33.4192661, -111.9261362 33.4192571))",POINT (-111.9257238 33.4191768),1392.4,14987.8
,330,544152085,,,parking,,"POLYGON ((-111.9252329 33.4169435, -111.9252294 33.4173918, -111.9252262 33.4178072, -111.9254254 33.4178089, -111.9254274 33.4174066, -111.9253551 33.4174041, -111.9253641 33.4169472, -111.9252329 33.4169435))",POINT (-111.9253136 33.4174228),1434,15435.4
,331,544152086,,,parking,,"POLYGON ((-111.924791 33.416934, -111.9247803 33.4174461, -111.9248445 33.4174463, -111.9248424 33.4174999, -111.9250818 33.4175036, -111.9250763 33.4177207, -111.9246811 33.4176922, -111.9246774 33.4178519, -111.9252256 33.4178821, -111.9252294 33.4173918, -111.9251933 33.4173919, -111.9250054 33.4173897, -111.9250185 33.4169351, -111.924791 33.416934))",POINT (-111.9249678 33.4174664),2757.1,29676.8
,332,544156252,,,parking,,"POLYGON ((-111.9394931 33.4174529, -111.939493 33.4174208, -111.9383209 33.4174309, -111.938321 33.4174654, -111.9394931 33.4174529))",POINT (-111.9389 33.4174426),402.3,4330.7
,333,544156253,,,parking,,"POLYGON ((-111.9397189 33.4196497, -111.9397189 33.4195681, -111.9397187 33.4192457, -111.9397187 33.4192163, -111.9382275 33.4191829, -111.9382275 33.4195352, -111.938375 33.4195364, -111.9387479 33.4195274, -111.9387506 33.4194916, -111.9389464 33.4194871, -111.9389625 33.4196684, -111.9397189 33.4196497))",POINT (-111.9390224 33.4194018),6026.3,64866
