name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,462,593220666,,,parking,,"POLYGON ((-111.9260465 33.41529, -111.926047 33.4151639, -111.925907 33.4151636, -111.9259071 33.4151321, -111.9256157 33.4151314, -111.9256152 33.4152889, -111.9260465 33.41529))",POINT (-111.925821 33.415215),655,7050.7
,463,593220670,,,parking,,"POLYGON ((-111.9255072 33.4154801, -111.9255057 33.4153013, -111.925651 33.4153004, -111.9256524 33.4154793, -111.9255072 33.4154801))",POINT (-111.9255791 33.4153903),267.8,2882.5
Rise on Apache,464,594091990,,apartments,,,"POLYGON ((-111.9249124 33.4156941, -111.9249106 33.4154934, -111.9248713 33.4154937, -111.9248701 33.4153587, -111.9245398 33.4153608, -111.9245357 33.414907, -111.9238765 33.4149112, -111.9238837 33.4157006, -111.9249124 33.4156941))",POINT (-111.9243043 33.4153462),6588.2,70914.9
,465,594091997,,yes,,,"POLYGON ((-111.9255651 33.4162277, -111.9255658 33.4161603, -111.9255012 33.4161599, -111.9255006 33.4162272, -111.9255651 33.4162277))",POINT (-111.9255332 33.4161938),44.8,482.4
,466,594091998,,,parking,,"POLYGON ((-111.9254756 33.4164636, -111.9254733 33.4162388, -111.9257088 33.4162463, -111.9257087 33.4164637, -111.9254756 33.4164636))",POINT (-111.9255909 33.4163529),533.9,5747.3
,467,594092013,,,parking,,"POLYGON ((-111.9257606 33.4167652, -111.9257625 33.4166643, -111.9255721 33.4166617, -111.9255701 33.4167626, -111.9257606 33.4167652))",POINT (-111.9256663 33.4167135),198.1,2132.7
Lemon Street Tacos,468,594092016,,,restaurant,,"POLYGON ((-111.9255637 33.4166559, -111.9255631 33.4166895, -111.9254698 33.4166885, -111.9254703 33.4166549, -111.9255637 33.4166559))",POINT (-111.9255167 33.4166722),32.3,348.1
,469,594092020,,,parking,,"POLYGON ((-111.9259883 33.4167163, -111.925991 33.4165558, -111.9258818 33.4165545, -111.9258838 33.4164345, -111.9260562 33.4164365, -111.92611 33.4164371, -111.9261086 33.4165399, -111.9261085 33.4165436, -111.9261054 33.4167177, -111.9260483 33.416717, -111.9259883 33.4167163))",POINT (-111.9260174 33.4165535),474,5102.6
,470,594092039,,,parking,,"POLYGON ((-111.9253318 33.4167554, -111.9253311 33.4166276, -111.9254623 33.4166276, -111.9254617 33.4167581, -111.9253318 33.4167554))",POINT (-111.925397 33.4166921),173.8,1870.7
CVS Pharmacy,471,594121607,,yes,,,"POLYGON ((-111.926052 33.4145351, -111.9260076 33.4145794, -111.9257297 33.4145796, -111.9257293 33.4141999, -111.9260517 33.4141996, -111.926052 33.4145351))",POINT (-111.9258895 33.4143882),1251.7,13473.4
5th & Farmer Surface Lot,472,625699467,,,parking,,"POLYGON ((-111.9442074 33.4256105, -111.943745 33.4256112, -111.9437539 33.4277427, -111.9441931 33.4277419, -111.9442124 33.4277387, -111.9442074 33.4256105))",POINT (-111.9439797 33.426675),10115,108876.5
,473,625701359,,,parking,,"POLYGON ((-111.9441931 33.4277419, -111.9441952 33.4284353, -111.943882 33.428436, -111.9438847 33.4293395, -111.9437585 33.4293397, -111.9437539 33.4277427, -111.9441931 33.4277419))",POINT (-111.9439325 33.4283066),4314.2,46437.6
,474,625702811,,,parking,,"POLYGON ((-111.9433552 33.4270571, -111.9434631 33.4270561, -111.943469 33.4274926, -111.9432349 33.4274948, -111.943179 33.42752, -111.9431192 33.4275926, -111.9431603 33.4276161, -111.943072 33.4277235, -111.9429679 33.4276638, -111.9430165 33.4276048, -111.9429614 33.4275732, -111.9431211 33.4273792, -111.9432442 33.4273807, -111.9432472 33.4272094, -111.9433144 33.4272102, -111.9433155 33.427149, -111.9433552 33.4270571))",POINT (-111.9432661 33.4273883),1396.8,15035.2
Encore On Farmer,475,625704931,,apartments,,,"POLYGON ((-111.9442008 33.4242403, -111.9441968 33.4236776, -111.9439888 33.4236787, -111.9439928 33.4242413, -111.9442008 33.4242403))",POINT (-111.9440948 33.4239595),1206.3,12984.3
Residences on Farmer,476,625704932,,apartments,,,"POLYGON ((-111.9441965 33.4236205, -111.9441942 33.4232257, -111.9439741 33.4232266, -111.9439765 33.4236214, -111.9441965 33.4236205))",POINT (-111.9440853 33.4234235),895.5,9638.6
ThaiTini,477,625720822,,yes,restaurant,,"POLYGON ((-111.92511 33.4145594, -111.9251113 33.4143939, -111.9250081 33.4143934, -111.9250069 33.4145588, -111.92511 33.4145594))",POINT (-111.9250591 33.4144764),175.9,1893.7
Pete's Fish and Chips,478,625720823,,yes,restaurant,,"POLYGON ((-111.9237595 33.4144959, -111.9237596 33.4144725, -111.9237598 33.4143851, -111.9236728 33.4143849, -111.9236725 33.4144957, -111.9236761 33.4144957, -111.9237595 33.4144959))",POINT (-111.9237162 33.4144404),99.4,1069.8
,479,625720832,,garage,parking,,"POLYGON ((-111.9251308 33.4137501, -111.9251304 33.4130738, -111.9245191 33.4130694, -111.9245274 33.4137501, -111.9251308 33.4137501))",POINT (-111.9248266 33.4134101),4247.8,45722.7
,480,634351293,,,parking,,"POLYGON ((-111.9411109 33.4215726, -111.9407632 33.4215764, -111.9407617 33.4215326, -111.9407243 33.4214964, -111.9407093 33.4214701, -111.9407078 33.4214301, -111.9407243 33.4213763, -111.9407231 33.4213245, -111.9407213 33.4212425, -111.9411034 33.4212412, -111.9411053 33.4213252, -111.9411109 33.4215726))",POINT (-111.9409164 33.4214064),1304.6,14042.1
,481,634360028,,,parking,,"POLYGON ((-111.9417112 33.4218184, -111.9418242 33.4218174, -111.9418191 33.4213228, -111.9418026 33.4213196, -111.9417595 33.4212815, -111.9417557 33.4212529, -111.941342 33.4212529, -111.9413446 33.4215632, -111.9413826 33.4215473, -111.941592 33.4215463, -111.9415869 33.4213567, -111.9416663 33.421419, -111.9416986 33.4214446, -111.9417379 33.421433, -111.9417379 33.4217263, -111.9417112 33.4218184))",POINT (-111.9415994 33.4214416),1456.9,15681.7
First Watch,482,634360030,,retail,restaurant,,"POLYGON ((-111.9415959 33.4217253, -111.9416199 33.4217253, -111.94162 33.4217461, -111.9416809 33.4217459, -111.9416808 33.4217251, -111.9417321 33.421725, -111.9417319 33.4216542, -111.9417274 33.4216542, -111.9417268 33.4214612, -111.9416845 33.4214613, -111.9416845 33.4214592, -111.9416649 33.4214592, -111.9416648 33.421419, -111.941595 33.4214192, -111.9415954 33.4215694, -111.9415959 33.4217253))",POINT (-111.9416592 33.421587),405.4,4363.6
CVS Parking Lot,483,663021812,,,parking,,"POLYGON ((-111.9405792 33.4213316, -111.9402095 33.4213325, -111.9402095 33.4210217, -111.9405731 33.4210192, -111.9405792 33.4213316))",POINT (-111.940393 33.4211767),1177.6,12676
SAF Building,484,675557448,,yes,,,"POLYGON ((-111.9325097 33.4279361, -111.9322915 33.4278906, -111.9322004 33.4278724, -111.9318751 33.4277947, -111.9317627 33.4277773, -111.9317804 33.4276413, -111.9318206 33.4275023, -111.9318751 33.4274137, -111.9319211 33.4273705, -111.9321307 33.4269439, -111.9324006 33.4270014, -111.932639 33.4270566, -111.9325959 33.4275742, -111.9325988 33.4276653, -111.9325097 33.4279361))",POINT (-111.9322502 33.4274587),6299.6,67807.8
,485,710377325,,,bicycle_parking,,"POLYGON ((-111.9291998 33.4208828, -111.9291994 33.4208019, -111.9290971 33.4208024, -111.9290975 33.4208832, -111.9291998 33.4208828))",POINT (-111.9291485 33.4208426),85.3,917.7
,486,710377326,,,bicycle_parking,,"POLYGON ((-111.93004 33.4204905, -111.929995 33.4206394, -111.9300329 33.4206474, -111.9300778 33.4204985, -111.93004 33.4204905))",POINT (-111.9300364 33.420569),61.8,665.2
,487,710377327,,,bicycle_parking,,"POLYGON ((-111.9305556 33.4203705, -111.9307001 33.4203699, -111.9307004 33.4204142, -111.9305559 33.4204147, -111.9305556 33.4203705))",POINT (-111.930628 33.4203923),65.9,709.4
,488,712701946,,yes,,,"POLYGON ((-111.9309965 33.4141588, -111.9308251 33.4141601, -111.9308257 33.4142119, -111.9308649 33.4142117, -111.9308654 33.4142508, -111.9308393 33.414251, -111.9308402 33.4143401, -111.9308017 33.4143403, -111.9308028 33.4144557, -111.9308452 33.4144554, -111.9308454 33.4144755, -111.9308176 33.4144757, -111.9308447 33.4145423, -111.9308645 33.4145438, -111.9308707 33.4145532, -111.9309373 33.4145533, -111.9309373 33.4145409, -111.9309717 33.414541, -111.9309718 33.4145085, -111.9310015 33.4145086, -111.9310014 33.4145416, -111.9310345 33.4145416, -111.9310345 33.4145555, -111.9311158 33.4145557, -111.9311158 33.4145443, -111.9311488 33.4145444, -111.9311489 33.4145088, -111.9311684 33.4145088, -111.9311682 33.4145422, -111.9312014 33.4145423, -111.9312014 33.4145524, -111.9312835 33.4145527, -111.9312835 33.414541, -111.9313086 33.414541, -111.9313144 33.4145275, -111.9313144 33.4145045, -111.9313239 33.4145045, -111.9313239 33.4144695, -111.9313959 33.4144694, -111.9313958 33.4144528, -111.9314123 33.4144528, -111.9314123 33.4144852, -111.9314479 33.4144851, -111.9314509 33.4144952, -111.9315279 33.4144947, -111.9315278 33.4144817, -111.9315628 33.4144815, -111.9315625 33.4144475, -111.9315837 33.4144474, -111.9315839 33.4144716, -111.9316663 33.4145337, -111.9317844 33.4145337, -111.9318626 33.4144671, -111.9318632 33.4144464, -111.9318912 33.414447, -111.9318902 33.4144818, -111.9319181 33.4144824, -111.9319179 33.4144902, -111.9320054 33.4144921, -111.9320057 33.4144816, -111.932037 33.4144823, -111.9320382 33.4144447, -111.93206 33.4144452, -111.9320594 33.4144626, -111.9321234 33.414464, -111.9321223 33.4144978, -111.9321431 33.4144983, -111.932142 33.4145314, -111.9321691 33.414532, -111.932177 33.414541, -111.9322489 33.4145417, -111.9322572 33.4145306, -111.9322801 33.4145296, -111.9322893 33.4145195, -111.9322886 33.4144966, -111.9323127 33.4144961, -111.9323138 33.4145316, -111.9323462 33.4145309, -111.9323465 33.4145394, -111.9324196 33.4145378, -111.9324193 33.4145278, -111.9324565 33.414527, -111.9324554 33.4144921, -111.9324834 33.4144915, -111.9324845 33.4145279, -111.932503 33.4145275, -111.9325172 33.4145379, -111.9325968 33.4145395, -111.9325971 33.4145295, -111.9326191 33.4145299, -111.932629 33.4145209, -111.9326291 33.4144949, -111.9326382 33.414495, -111.9326384 33.4144561, -111.9326094 33.414456, -111.9326094 33.4144382, -111.9326565 33.4144383, -111.9326567 33.4143451, -111.9326458 33.4143451, -111.9326459 33.4143191, -111.9326055 33.4143191, -111.9326055 33.4142746, -111.9326196 33.4142746, -111.9326195 33.4142289, -111.9325941 33.414229, -111.932594 33.4141911, -111.9326222 33.414191, -111.9326221 33.4141713, -111.9326161 33.4141713, -111.9326159 33.4141423, -111.9324404 33.4141433, -111.9324408 33.4141958, -111.9324768 33.4141956, -111.932486 33.4142015, -111.9324866 33.414233, -111.9324453 33.4142336, -111.9324462 33.41428, -111.9325467 33.4142786, -111.9325475 33.4143185, -111.9325357 33.4143187, -111.9325364 33.414358, -111.932509 33.4143583, -111.9325092 33.4143687, -111.9324997 33.4143689, -111.9324964 33.4143623, -111.9324223 33.4143645, -111.9324228 33.4143767, -111.9323911 33.4143776, -111.9323925 33.4144087, -111.9323627 33.4144096, -111.9323608 33.4143669, -111.9323304 33.4143678, -111.9323234 33.4143574, -111.932251 33.4143577, -111.9322327 33.414373, -111.932215 33.4143738, -111.9322172 33.4144079, -111.9321806 33.4144095, -111.9321748 33.4143207, -111.9321296 33.4143227, -111.9321196 33.4143088, -111.9320869 33.414309, -111.9320865 33.4142612, -111.9321869 33.4142606, -111.9321864 33.4142078, -111.9321592 33.414208, -111.9321589 33.4141762, -111.9321866 33.414176, -111.9321864 33.4141473, -111.9321816 33.4141473, -111.9321815 33.4141227, -111.9320037 33.4141231, -111.9320039 33.4141759, -111.932036 33.4141758, -111.9320476 33.4141828, -111.9320477 33.4142165, -111.932017 33.4142165, -111.932017 33.4142608, -111.9320628 33.4142607, -111.932063 33.4143521, -111.9320361 33.4143521, -111.932036 33.4143154, -111.9320061 33.4143154, -111.9319952 33.4143039, -111.9319308 33.4143046, -111.9319175 33.4143178, -111.9318846 33.4143202, -111.9318879 33.4143516, -111.9318648 33.4143533, -111.9318609 33.4143157, -111.9317964 33.414272, -111.931759 33.4142751, -111.9317495 33.4142623, -111.9316887 33.4142665, -111.9316829 33.4142748, -111.9316546 33.4142744, -111.9316439 33.4142846, -111.9316303 33.4142745, -111.9315761 33.4143259, -111.9315854 33.4143328, -111.931581 33.4143369, -111.9315823 33.4143558, -111.9315645 33.4143566, -111.9315619 33.4143177, -111.9315286 33.4143192, -111.9315249 33.4143091, -111.9314528 33.4143101, -111.931453 33.414322, -111.9314153 33.4143225, -111.931416 33.4143602, -111.9313925 33.4143605, -111.9313908 33.4142682, -111.9314411 33.4142675, -111.9314401 33.4142108, -111.9314148 33.4142111, -111.9314143 33.4141836, -111.9314406 33.4141833, -111.9314402 33.414155, -111.9314353 33.414155, -111.931435 33.4141352, -111.9312733 33.4141366, -111.9312736 33.4141664, -111.9312658 33.4141665, -111.931266 33.4141833, -111.9312882 33.4141831, -111.9312991 33.4141901, -111.9312995 33.4142232, -111.9312683 33.4142234, -111.9312689 33.4142645, -111.931372 33.4142636, -111.9313727 33.4143243, -111.9313207 33.4143248, -111.9313208 33.4143342, -111.9312866 33.4143345, -111.931287 33.4143608, -111.9312561 33.4143611, -111.9312562 33.4143716, -111.9312658 33.4143748, -111.9312698 33.4144165, -111.9312316 33.4144191, -111.9312278 33.414379, -111.931203 33.4143807, -111.9311918 33.4143664, -111.9311223 33.4143677, -111.9311227 33.4143796, -111.9310824 33.4143803, -111.9310832 33.4144124, -111.9310699 33.4144127, -111.9310691 33.4143777, -111.9310361 33.4143783, -111.9310358 33.4143664, -111.9309445 33.4143678, -111.9309448 33.4143798, -111.9309107 33.4143802, -111.930909 33.4142939, -111.9309955 33.4142928, -111.930995 33.414265, -111.9310028 33.4142649, -111.9310024 33.4142406, -111.9309785 33.4142408, -111.9309781 33.4142122, -111.9310051 33.4142119, -111.9310047 33.4141816, -111.9309967 33.4141817, -111.9309965 33.4141588))",POINT (-111.9317288 33.4143785),4298.7,46270.8
,489,712701957,,,parking,,"POLYGON ((-111.9405786 33.4189234, -111.9405781 33.4188141, -111.940372 33.4188148, -111.9403725 33.4189241, -111.9405786 33.4189234))",POINT (-111.9404753 33.4188691),232.2,2499.4
,490,712701958,,,parking,,"POLYGON ((-111.9405757 33.4187713, -111.9405753 33.4186263, -111.9402947 33.418627, -111.9402952 33.418772, -111.9405757 33.4187713))",POINT (-111.9404352 33.4186991),419.3,4513.4
,491,712701960,,,parking,,"POLYGON ((-111.9405733 33.4184166, -111.9401546 33.4184209, -111.9401482 33.4182605, -111.94039 33.4182584, -111.9403951 33.4183731, -111.9405733 33.418372, -111.9405733 33.4184166))",POINT (-111.9403085 33.418349),482.2,5190
,492,712701965,,,parking,,"POLYGON ((-111.9405735 33.4184328, -111.9404261 33.418435, -111.9404291 33.4185791, -111.9405764 33.418577, -111.9405735 33.4184328))",POINT (-111.9405013 33.418506),219,2357.3
,493,712701974,,,fountain,,"POLYGON ((-111.9386434 33.4262982, -111.9386366 33.4262977, -111.93863 33.4262992, -111.9386243 33.4263024, -111.9386203 33.426307, -111.9386184 33.4263125, -111.9386188 33.4263182, -111.9386215 33.4263235, -111.9386262 33.4263276, -111.9386322 33.4263303, -111.938639 33.426331, -111.938645 33.4263301, -111.9386504 33.4263276, -111.9386547 33.4263239, -111.9386574 33.4263193, -111.9386583 33.4263143, -111.9386573 33.4263092, -111.9386545 33.4263046, -111.9386496 33.4263006, -111.9386434 33.4262982))",POINT (-111.9386383 33.4263144),10.6,114.3
,494,712701978,,,fountain,,"POLYGON ((-111.9388516 33.4257923, -111.9388381 33.425791, -111.938825 33.4257936, -111.9388136 33.4257997, -111.9388053 33.4258087, -111.938801 33.4258194, -111.9388013 33.4258307, -111.9388061 33.4258413, -111.9388148 33.4258499, -111.9388265 33.4258556, -111.9388398 33.4258577, -111.9388522 33.4258563, -111.9388635 33.4258517, -111.9388725 33.4258445, -111.9388784 33.4258352, -111.9388806 33.4258249, -111.9388788 33.4258146, -111.9388733 33.4258052, -111.9388638 33.4257972, -111.9388516 33.4257923))",POINT (-111.9388406 33.4258244),42.4,456.8
Tempe Transportation Center,495,721923976,,,bus_station,,"POLYGON ((-111.9352254 33.4253951, -111.9352193 33.4260012, -111.9366114 33.4264741, -111.936723 33.4262317, -111.9369859 33.4257013, -111.9369919 33.4253957, -111.936769 33.4253912, -111.9352254 33.4253951))",POINT (-111.9361235 33.4258169),14764.2,158920.2
,496,723548128,,roof,,,"POLYGON ((-111.9368186 33.4263124, -111.9367415 33.426283, -111.936762 33.4262456, -111.9368391 33.4262749, -111.9368186 33.4263124))",POINT (-111.9367903 33.426279),36,387.1
,497,723548139,,commercial,,,"POLYGON ((-111.9391688 33.4253307, -111.9391978 33.425354, -111.9391821 33.4253676, -111.9391697 33.4253783, -111.9391407 33.4253549, -111.9391688 33.4253307))",POINT (-111.9391693 33.4253545),14,150.8
Mary O'Connor Memorial Bus Shelter,498,723548140,,roof,,,"POLYGON ((-111.9388564 33.4253842, -111.9388231 33.4253846, -111.9388229 33.4253674, -111.9388561 33.425367, -111.9388564 33.4253842))",POINT (-111.9388396 33.4253758),5.9,63.5
,499,723806833,,retail,,,"POLYGON ((-111.9398865 33.4271466, -111.9399059 33.4271467, -111.9399057 33.4271794, -111.9398863 33.4271794, -111.9398865 33.4271466))",POINT (-111.9398961 33.427163),6.5,70.5
,500,723806835,,retail,,,"POLYGON ((-111.9398543 33.4225509, -111.9398737 33.422551, -111.9398735 33.4225837, -111.9398541 33.4225837, -111.9398543 33.4225509))",POINT (-111.9398639 33.4225673),6.5,70.5
,501,723806836,,retail,,,"POLYGON ((-111.9398542 33.4225149, -111.9398736 33.4225149, -111.9398734 33.4225477, -111.939854 33.4225476, -111.9398542 33.4225149))",POINT (-111.9398638 33.4225313),6.5,70.5
,502,731074633,,roof,,,"POLYGON ((-111.9420124 33.4214116, -111.9421907 33.4214092, -111.9421969 33.4217335, -111.942176 33.4217338, -111.942176 33.4217367, -111.9421096 33.4217376, -111.9421097 33.42174, -111.942006 33.4217414, -111.9420027 33.4215713, -111.9420154 33.4215711, -111.9420124 33.4214116))",POINT (-111.9421011 33.4215774),625.5,6732.9
,503,761161315,,yes,,,"POLYGON ((-111.9433974 33.4228431, -111.9426155 33.4228487, -111.9426142 33.4227256, -111.9425699 33.4227259, -111.9425671 33.422448, -111.9425444 33.4224481, -111.9425405 33.4220652, -111.9434322 33.4220588, -111.9434352 33.4223417, -111.9434121 33.4223419, -111.9434135 33.4224782, -111.9433936 33.4224783, -111.9433974 33.4228431))",POINT (-111.9429875 33.422444),6862.9,73871.8
,504,762356366,,,parking,,"POLYGON ((-111.9311665 33.4125219, -111.9311692 33.4127023, -111.9311057 33.4127029, -111.9311093 33.4129499, -111.9314269 33.4129466, -111.9314233 33.4127014, -111.9316106 33.4126995, -111.9316079 33.4125174, -111.9311665 33.4125219))",POINT (-111.9313283 33.4127165),1632.7,17574.4
University Lutheran Church,505,762356368,,church,place_of_worship,,"POLYGON ((-111.931036 33.4123946, -111.9310376 33.4125236, -111.9308453 33.4125253, -111.9308467 33.412635, -111.9311348 33.4126325, -111.9311318 33.4123937, -111.931036 33.4123946))",POINT (-111.9310167 33.4125451),453.4,4879.9
,506,762356369,,yes,,,"POLYGON ((-111.9310221 33.4127089, -111.9310212 33.4129323, -111.9308684 33.4129319, -111.9308692 33.4127085, -111.9310221 33.4127089))",POINT (-111.9309452 33.4128204),352,3788.9
,507,765916577,,yes,,,"POLYGON ((-111.9244591 33.4104171, -111.9243651 33.4104178, -111.9243693 33.4108168, -111.9247272 33.4108141, -111.9247263 33.4107359, -111.9244625 33.4107379, -111.9244591 33.4104171))",POINT (-111.9244783 33.4106734),599.4,6452
,508,778399521,,roof,,,"POLYGON ((-111.9408171 33.4129234, -111.9408173 33.4128824, -111.9408172 33.4128452, -111.9408812 33.4128452, -111.9408813 33.4127761, -111.9408684 33.4127761, -111.9408683 33.4128269, -111.9406262 33.4128267, -111.9406262 33.4128835, -111.940626 33.4129233, -111.9408171 33.4129234))",POINT (-111.940734 33.4128704),209,2250.2
,509,778399522,,roof,,,"POLYGON ((-111.9408059 33.4126052, -111.9409911 33.4126037, -111.9410192 33.4126227, -111.9410569 33.4126286, -111.9410858 33.4126213, -111.9411112 33.4126044, -111.9414697 33.4126066, -111.9417485 33.4128371, -111.9416844 33.4128923, -111.9417693 33.4129589, -111.9418299 33.4129109, -111.9418188 33.4129032, -111.9418445 33.4128789, -111.9418098 33.4128494, -111.9415475 33.4126266, -111.941539 33.4126352, -111.9414855 33.4125861, -111.9414478 33.4125869, -111.9414478 33.4125657, -111.9414182 33.412564, -111.9408059 33.412572, -111.9408059 33.4126052))",POINT (-111.9414008 33.4126886),506.6,5452.8
,510,778399533,,yes,,,"POLYGON ((-111.9403539 33.4139045, -111.940093 33.4139071, -111.9400904 33.4137239, -111.9403513 33.4137212, -111.9403539 33.4139045))",POINT (-111.9402222 33.4138142),492.9,5305.6
,511,785500510,,,parking,,"POLYGON ((-111.9343335 33.4090052, -111.9339166 33.409006, -111.933916 33.4087967, -111.934333 33.408796, -111.9343335 33.4090052))",POINT (-111.9341248 33.408901),899.4,9681.1
,512,806652709,,,parking_space,,"POLYGON ((-111.9202134 33.4091789, -111.9201524 33.4091798, -111.9201517 33.4091504, -111.9202128 33.4091495, -111.9202134 33.4091789))",POINT (-111.9201826 33.4091646),18.5,199.2
,513,806652717,,,parking_space,,"POLYGON ((-111.9200995 33.4107109, -111.9200991 33.4106635, -111.9195986 33.4106667, -111.9195991 33.4107142, -111.9200995 33.4107109))",POINT (-111.919849 33.4106888),244.8,2635.1
,514,806652731,,,parking_space,,"POLYGON ((-111.9196794 33.4099408, -111.9196785 33.4098997, -111.9196487 33.4099002, -111.9196496 33.4099413, -111.9196794 33.4099408))",POINT (-111.9196641 33.4099205),12.6,136
,515,806652732,,yes,,,"POLYGON ((-111.9200679 33.4093807, -111.9200675 33.409344, -111.9200221 33.4093443, -111.9200225 33.409381, -111.9200679 33.4093807))",POINT (-111.920045 33.4093625),17.2,184.9
,516,807610357,,apartments,,,"POLYGON ((-111.9353153 33.4094192, -111.9351899 33.4094197, -111.9351859 33.4087749, -111.9353086 33.4087738, -111.9353153 33.4094192))",POINT (-111.9352499 33.4090981),825,8880.2
,517,813242559,,,parking,,"POLYGON ((-111.9348323 33.4089488, -111.9344016 33.4089484, -111.9344024 33.408454, -111.934569 33.4084542, -111.934569 33.4084221, -111.9348331 33.4084224, -111.9348323 33.4089488))",POINT (-111.9346205 33.4086914),2282.2,24564.9
,518,815063218,,yes,toilets,,"POLYGON ((-111.9333405 33.4104606, -111.9332389 33.4104608, -111.9332386 33.4103576, -111.9333402 33.4103573, -111.9333405 33.4104606))",POINT (-111.9332896 33.4104091),108.1,1164
,519,815063221,,yes,shelter,,"POLYGON ((-111.9348056 33.409861, -111.9347507 33.409858, -111.9347577 33.4097674, -111.9348126 33.4097704, -111.9348056 33.409861))",POINT (-111.9347817 33.4098142),51.5,554.2
,520,815063222,,yes,shelter,,"POLYGON ((-111.9348014 33.4104028, -111.9347201 33.4103977, -111.9347278 33.4103122, -111.9347933 33.4103163, -111.934792 33.4103314, -111.9348078 33.4103324, -111.9348014 33.4104028))",POINT (-111.9347633 33.4103587),69.6,749.4
,521,842279255,,construction,,,"POLYGON ((-111.9441875 33.4225088, -111.9441882 33.4223484, -111.9441642 33.4223484, -111.9441642 33.4223402, -111.9439481 33.4223397, -111.9439484 33.4222281, -111.9441649 33.4222286, -111.9441649 33.4222173, -111.9441889 33.4222174, -111.9441895 33.4220555, -111.9441428 33.4220554, -111.9441428 33.422046, -111.94383 33.4220451, -111.94383 33.4220585, -111.9438176 33.4220585, -111.9438166 33.4222417, -111.9438336 33.4222418, -111.9438331 33.4223271, -111.94382 33.4223271, -111.9438189 33.4225316, -111.9439181 33.422532, -111.9439182 33.4225071, -111.94394 33.4225072, -111.9439399 33.4225208, -111.9441636 33.4225216, -111.9441636 33.4225087, -111.9441875 33.4225088))",POINT (-111.9439911 33.4222844),1518.8,16348.5
,522,842279256,,yes,,,"POLYGON ((-111.9446618 33.4222825, -111.9446641 33.4220872, -111.9446147 33.4220868, -111.9446149 33.4220741, -111.9445581 33.4220737, -111.944558 33.4220865, -111.9444345 33.4220856, -111.9444335 33.4221729, -111.9444161 33.4221727, -111.9444148 33.4222805, -111.9446618 33.4222825))",POINT (-111.9445439 33.4221841),488.7,5260
H B Farmer Education Building,523,,56412,yes,,,"MULTIPOLYGON (((-111.9369179 33.4178581, -111.9375959 33.4178581, -111.9375913 33.4182589, -111.9372535 33.4182578, -111.9369132 33.4182589, -111.9369179 33.4178581)))",POINT (-111.9372546 33.4180582),2797.4,30110.8
McClintock Hall,524,,56414,yes,,,"MULTIPOLYGON (((-111.9363808 33.4199328, -111.9357714 33.4199328, -111.9357714 33.4196561, -111.9357714 33.4194456, -111.9363808 33.4194456, -111.9363808 33.4199328)))",POINT (-111.9360761 33.4196892),3060.3,32940.6
Social Sciences,525,,56415,yes,,,"MULTIPOLYGON (((-111.9347701 33.419697, -111.9342122 33.419697, -111.9342121 33.4201634, -111.93477 33.4201634, -111.9347701 33.419697)))",POINT (-111.9344911 33.4199302),2682,28869.3
"Life Sciences A, B, & D-Wing",526,,60505,yes,,,"MULTIPOLYGON (((-111.9328266 33.419555, -111.9329803 33.4195557, -111.9329804 33.4195272, -111.9334578 33.4195296, -111.9334564 33.4197241, -111.9333117 33.4197234, -111.9333108 33.4198477, -111.9334603 33.4197746, -111.9334927 33.4198207, -111.9335134 33.4199238, -111.9334783 33.4200167, -111.9334672 33.420044, -111.9334436 33.4200373, -111.9334448 33.4201382, -111.9333812 33.4201387, -111.9333816 33.420169, -111.9328241 33.4201736, -111.9328232 33.4200956, -111.9328266 33.419555)))",POINT (-111.9331409 33.4198547),4075.4,43866.9
Irish Hall B,527,,69668,yes,,,"MULTIPOLYGON (((-111.9357312 33.4158353, -111.9353964 33.4158353, -111.9353964 33.4160215, -111.9357312 33.4160215, -111.9357312 33.4158353)))",POINT (-111.9355638 33.4159284),642.6,6916.8
Irish Hall C,528,,69669,yes,,,"MULTIPOLYGON (((-111.9357312 33.4153402, -111.9353964 33.4153402, -111.9353964 33.4155336, -111.9357312 33.4155336, -111.9357312 33.4153402)))",POINT (-111.9355638 33.4154369),667.4,7184.3
San Pablo Hall;San Pablo Residence Hall,529,,71887,yes,,,"MULTIPOLYGON (((-111.9310618 33.4225114, -111.931388 33.422669, -111.931285 33.4228266, -111.9311476 33.4230343, -111.9308919 33.4229017, -111.9308301 33.4228696, -111.9309216 33.4227281, -111.9310618 33.4225114)), ((-111.9313006 33.4228345, -111.9313622 33.4228624, -111.9314223 33.4227836, -111.931757 33.4227836, -111.931757 33.4232063, -111.9314824 33.4232063, -111.9314824 33.4231633, -111.9313966 33.4231633, -111.9313966 33.4229627, -111.9313536 33.42302, -111.931285 33.4229913, -111.9313193 33.422934, -111.931259 33.4229038, -111.9313006 33.4228345)))",POINT (-111.9313394 33.4228808),3293.4,35449.5
